having_ip_address,url_length,having_at_symbol,prefix_suffix_dash,multi_subdomains,https_token,has_https,shortining_service,count_dots,count_digits,count_special_chars,has_suspicious_words,domain_age,favicon_mismatch,redirects,has_hidden_iframes,has_password_fields,Label
0,0,0,1,1,0,0,1,6,43,2,1,1,0,0,0,1,1
0,0,1,1,1,1,0,1,4,26,1,1,1,1,0,0,0,1
0,0,0,0,1,0,1,0,1,2,1,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,3,5,2,0,1,0,1,0,0,0
0,0,0,0,0,0,1,0,1,8,1,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,2,45,12,1,1,1,0,0,1,1
0,0,0,1,0,1,1,1,4,30,2,1,1,1,1,0,1,1
0,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,8,19,5,1,1,0,1,0,1,1
1,0,0,1,1,0,0,0,2,13,1,0,1,1,0,0,1,1
0,1,0,0,0,0,1,0,2,2,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,1,0
0,0,0,0,0,0,1,0,1,2,4,0,1,0,0,0,0,0
0,1,0,1,1,0,0,0,3,33,0,1,1,0,0,0,1,1
1,0,0,1,0,0,0,0,2,25,6,0,1,1,1,1,1,1
1,1,0,1,0,1,0,0,2,18,6,1,1,0,1,1,1,1
0,0,0,0,0,0,0,1,1,4,4,0,1,0,0,0,0,0
0,0,0,1,0,0,1,0,1,8,0,0,0,0,1,0,0,0
0,1,0,0,1,0,0,1,9,23,8,0,1,1,1,0,1,1
1,0,1,1,0,0,0,0,6,43,12,1,1,0,0,0,1,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,4,16,1,1,1,0,0,1,1,1
1,1,1,1,0,1,1,1,7,47,14,1,1,0,1,1,1,1
0,1,0,0,0,0,1,0,2,7,2,0,0,0,0,0,0,0
0,1,1,1,1,1,0,0,2,45,2,0,1,0,0,0,1,1
0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,3,2,2,0,1,0,0,0,0,0
0,1,0,0,0,0,1,0,1,4,3,0,0,0,1,0,0,0
0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,2,9,4,0,0,0,0,0,1,0
0,1,0,0,0,0,1,0,3,4,2,0,0,0,0,0,1,0
0,0,1,1,0,0,0,0,9,18,4,0,1,0,0,1,1,1
0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,0,4,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,8,32,13,0,1,1,1,1,1,1
1,1,0,0,1,0,1,0,2,45,5,0,1,0,1,0,1,1
0,0,0,1,1,1,0,0,6,8,11,1,1,0,0,0,1,1
0,0,0,1,0,0,1,0,1,4,4,0,0,0,0,0,0,0
0,1,0,1,1,0,1,0,9,0,5,1,1,1,1,0,1,1
0,0,0,0,0,0,1,1,2,9,3,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,2,1,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,2,9,4,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,9,30,2,1,1,0,1,1,1,1
0,1,0,0,0,0,0,0,3,0,10,0,1,0,0,1,1,1
0,1,0,0,0,0,0,1,3,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,1,0
0,0,0,1,0,0,1,0,3,5,2,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,9,30,10,0,1,1,1,0,1,1
0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,1,0
0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,4,38,0,0,1,1,1,0,1,1
1,1,0,1,1,0,0,0,1,4,2,1,1,0,1,0,0,1
0,0,0,0,0,0,1,0,2,7,2,0,1,0,0,0,1,0
1,0,1,1,0,1,0,0,2,20,11,0,1,0,1,0,1,1
0,1,0,0,0,1,1,0,4,49,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0
1,1,0,1,1,1,1,0,4,36,8,0,1,0,0,0,1,1
0,1,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,9,28,6,1,0,0,0,1,1,1
0,0,0,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,5,4,1,0,1,0,0,0,0
0,0,0,0,0,0,1,0,3,5,1,0,0,1,0,0,0,0
1,0,0,1,0,0,0,0,2,1,14,0,1,1,1,0,0,1
0,1,0,0,0,0,1,0,2,7,1,0,0,0,0,0,0,0
0,1,1,0,1,0,0,1,7,7,2,1,1,1,0,0,1,1
0,0,0,1,1,0,1,0,2,8,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,8,4,0,0,0,0,0,0,0
0,1,0,1,1,0,0,1,2,43,5,1,1,0,0,1,1,1
0,0,0,0,0,0,1,0,1,5,3,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,2,1,0,0,1,0,0,0,1,0
1,1,0,1,0,0,0,0,7,5,13,1,1,0,1,0,1,1
0,0,0,0,0,0,1,0,3,2,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,0,4,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,1,3,3,0,0,0,1,0,0,0
0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,8,1,6,1,1,1,1,0,1,1
0,0,0,1,1,0,0,0,5,0,0,0,1,0,1,1,1,1
0,0,0,1,0,0,1,0,1,9,1,0,1,0,0,0,1,0
1,1,0,0,1,0,0,0,7,17,5,0,1,0,1,0,0,1
0,0,0,0,1,0,1,0,3,3,4,0,0,0,0,0,0,0
0,1,0,1,1,0,0,1,9,9,14,1,1,1,0,0,1,1
0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,2,7,4,0,0,0,0,0,0,0
0,0,1,0,1,0,1,0,1,4,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,3,1,2,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,2,2,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,1,0
0,0,1,1,1,0,0,1,7,31,11,1,1,1,0,0,1,1
0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,1,0
0,1,0,1,0,0,0,0,8,46,7,1,1,0,0,1,1,1
0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,1,0
1,1,1,1,1,0,0,0,4,22,4,0,1,1,1,1,1,1
0,1,0,1,0,0,0,0,5,32,10,1,1,1,1,1,1,1
1,1,1,1,0,0,0,0,4,32,14,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,3,5,4,0,1,0,0,0,0,0
0,1,0,0,1,0,0,0,3,0,2,0,1,0,0,0,1,0
0,1,0,1,1,0,1,0,3,26,3,1,1,0,0,0,1,1
0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0
1,0,0,1,1,0,0,0,5,27,1,1,1,1,0,0,1,1
0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,8,14,10,0,1,1,0,0,0,1
0,1,1,1,0,0,0,0,6,33,0,1,0,0,1,0,1,1
0,0,0,0,0,0,1,0,2,9,2,0,0,0,0,0,1,0
0,1,0,1,1,1,0,0,1,13,8,0,1,0,0,0,1,1
0,0,0,0,0,0,1,0,3,4,4,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,7,15,10,0,1,0,0,0,1,1
0,0,0,1,1,0,0,1,6,46,12,1,1,0,0,0,0,1
0,0,0,0,0,0,1,0,1,8,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,2,5,4,0,0,0,0,0,1,0
0,1,0,0,1,0,1,0,1,6,4,0,0,0,0,0,0,0
0,1,0,1,1,0,1,0,5,19,3,1,1,0,0,0,1,1
0,0,0,1,1,0,1,0,2,3,0,1,1,0,1,0,0,0
1,1,1,1,1,0,1,0,3,9,14,0,1,0,1,0,1,1
0,1,1,1,0,0,0,0,2,1,12,1,1,0,0,0,1,1
0,0,0,0,0,0,1,0,1,5,3,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,2,5,2,0,0,0,0,0,0,0
0,1,0,1,1,1,0,1,1,43,6,1,1,0,0,0,1,1
1,1,0,1,0,0,0,0,8,47,13,1,0,1,1,1,1,1
0,0,0,0,0,0,1,0,2,7,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,6,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0
0,1,0,0,0,1,1,0,1,5,1,0,0,0,0,0,1,0
0,0,1,1,1,0,0,1,4,9,9,1,0,0,0,1,1,1
1,0,0,1,1,0,0,1,9,49,14,1,1,1,0,1,1,1
0,0,0,1,1,1,0,0,3,45,13,1,1,1,0,0,0,1
0,1,1,1,1,0,0,0,4,49,10,0,1,0,1,0,0,1
0,0,0,0,0,0,1,0,2,5,3,0,1,1,0,0,0,0
0,0,0,1,0,0,1,0,3,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,8,2,0,0,0,0,0,0,0
1,0,0,0,1,0,1,0,9,12,5,1,1,0,0,0,1,1
0,0,0,1,1,0,0,0,2,29,2,1,1,1,0,0,1,1
0,0,0,0,0,0,1,0,1,2,2,0,1,0,0,0,1,0
0,0,0,0,0,0,1,0,1,5,4,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,9,17,5,0,1,0,0,1,1,1
1,0,0,1,0,0,0,0,8,17,8,1,1,0,0,0,0,1
0,0,0,0,1,0,1,0,2,9,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,7,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,9,46,4,1,1,0,0,0,0,1
0,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,1,7,21,13,1,0,1,0,0,1,1
0,0,0,1,1,0,0,0,9,31,12,0,1,1,0,0,1,1
0,1,0,1,0,0,1,1,8,11,4,0,1,1,0,0,1,1
1,0,0,0,1,0,0,0,4,23,3,1,1,0,1,0,1,1
0,1,0,1,1,0,0,0,8,40,10,0,0,0,1,0,1,1
0,0,0,0,0,0,1,0,9,9,2,1,1,0,1,0,1,1
1,1,0,1,0,0,0,0,8,9,3,0,0,0,0,0,1,1
0,0,0,0,0,0,1,0,2,7,4,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,3,0,3,0,1,0,0,0,1,0
0,0,0,0,0,0,1,0,2,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,4,4,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,2,3,1,1,1,0,0,0,0,0
0,0,0,0,0,0,1,0,2,6,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,2,0,0,1,0,1,0,0,0
1,1,1,0,0,0,0,1,5,1,14,0,1,0,0,0,1,1
1,0,0,1,1,1,1,0,8,5,8,1,1,1,0,0,1,1
0,0,0,0,0,0,1,0,2,6,1,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,1,2,4,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,3,11,1,1,1,0,1,0,1,1
0,0,0,0,0,0,1,0,2,5,4,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,0,7,24,11,1,0,1,0,1,1,1
0,0,0,0,0,0,1,0,3,9,1,0,0,0,0,0,1,0
0,0,0,1,1,1,1,0,2,36,1,1,1,0,0,0,1,1
0,0,0,0,0,0,1,0,2,9,1,0,0,0,0,0,1,0
0,1,0,1,0,1,1,0,6,43,8,1,1,0,0,1,1,1
0,0,1,1,1,0,0,0,7,1,14,0,1,0,1,0,1,1
0,1,0,1,1,0,0,0,4,37,13,1,1,1,1,0,1,1
0,1,0,0,1,0,1,0,2,6,3,0,0,0,1,0,0,0
0,1,0,1,1,0,0,0,6,20,9,1,1,1,0,0,1,1
0,0,0,0,0,0,1,0,1,2,4,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,1,5,1,0,0,1,0,0,0,0
0,0,0,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,4,4,0,0,0,1,0,0,0
0,1,0,1,1,1,0,0,9,25,0,1,1,1,0,1,1,1
0,0,0,1,1,0,1,0,4,9,14,1,1,0,1,0,1,1
0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,2,9,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,8,29,4,1,1,0,1,0,1,1
0,0,0,0,0,0,1,0,2,9,1,0,0,0,1,0,0,0
0,1,0,1,1,0,0,0,1,43,8,0,1,1,0,0,1,1
0,0,0,0,0,0,1,0,1,5,3,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0
0,1,0,0,1,0,1,0,6,25,11,1,0,0,0,0,1,1
0,1,0,0,0,0,1,0,1,2,4,0,0,0,0,0,0,0
0,0,0,1,1,0,0,1,4,17,14,1,1,0,0,1,1,1
0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,2,3,4,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,1,9,2,0,0,0,1,0,0,0
1,1,1,0,0,0,0,1,7,45,10,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,3,3,2,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,5,3,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,2,9,0,0,1,0,0,0,0,0
0,0,0,1,1,0,0,0,9,35,2,0,1,1,1,1,1,1
0,0,0,1,1,0,0,1,7,37,1,0,0,0,1,0,0,1
0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,1,0
0,0,0,1,0,1,1,0,8,45,12,1,1,1,0,1,1,1
0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,1,5,4,0,0,0,0,0,0,0
0,1,1,1,1,0,0,0,8,45,3,1,1,1,0,0,1,1
0,0,0,1,1,0,0,0,7,9,6,0,1,0,1,0,1,1
0,1,1,1,0,0,1,0,6,28,4,1,1,0,1,0,1,1
0,0,0,1,1,0,0,0,4,14,3,1,1,1,1,1,1,1
0,0,0,1,1,0,1,0,7,12,13,1,1,0,1,0,1,1
1,1,1,1,0,1,0,0,6,36,13,1,1,1,1,0,1,1
0,1,1,0,1,0,0,0,1,46,14,1,1,1,1,0,1,1
1,1,0,1,1,0,0,1,4,19,10,1,1,1,1,0,1,1
0,0,1,1,1,1,0,1,4,23,10,0,1,0,0,1,1,1
0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,2,22,11,0,1,1,1,0,1,1
0,1,1,1,1,0,1,0,6,13,6,1,1,1,1,0,1,1
0,1,0,1,1,0,1,0,8,44,10,0,1,0,0,0,1,1
0,0,0,1,1,0,0,0,1,44,6,1,1,0,0,1,1,1
1,0,0,1,1,0,0,0,4,35,14,1,1,0,1,0,0,1
1,1,0,1,1,0,1,0,6,16,12,1,0,1,0,1,1,1
0,0,0,1,1,1,0,1,2,26,7,1,1,1,0,0,1,1
0,1,0,0,0,0,0,0,9,31,8,0,1,1,1,0,1,1
0,1,0,1,1,0,1,1,4,44,1,0,0,1,1,1,1,1
1,1,0,1,0,1,0,1,4,28,8,0,1,1,0,1,1,1
0,1,1,1,1,0,0,0,9,44,14,0,1,1,0,0,0,1
0,0,0,0,0,0,1,0,2,9,2,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0
0,1,1,0,0,0,0,0,6,18,14,0,1,1,0,0,0,1
1,0,0,1,0,1,0,0,2,37,2,1,1,0,0,0,0,1
0,0,0,0,0,0,1,0,3,5,3,0,0,1,0,0,0,0
1,0,0,0,1,0,0,0,2,49,12,1,1,0,0,0,1,1
0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,3,8,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,6,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,8,0,0,0,0,0,0,0,0
0,1,1,1,1,0,0,0,4,30,4,1,1,1,1,0,1,1
0,0,0,0,0,0,0,0,1,6,3,0,0,0,0,0,0,0
0,0,0,1,0,0,1,1,1,32,7,0,1,0,0,1,1,1
0,1,0,1,0,0,0,0,1,49,11,1,1,0,1,0,1,1
0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,1,9,26,13,0,1,0,0,0,1,1
0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0
0,0,1,1,0,1,0,1,3,23,7,1,1,1,0,0,0,1
0,1,0,1,1,0,0,0,7,7,9,1,1,1,0,0,1,1
0,0,0,0,0,0,1,1,2,7,1,0,0,0,0,0,0,0
0,0,0,1,1,0,0,1,2,3,5,1,0,0,0,0,0,1
0,0,0,0,0,0,1,0,2,9,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,1,8,1,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,2,3,0,0,0,1,0,0,0,0
0,1,0,1,1,0,0,0,5,6,1,1,1,0,0,1,0,1
1,1,0,1,1,1,0,0,8,46,11,1,1,1,1,1,1,1
0,1,0,0,0,0,0,0,3,17,8,1,1,1,1,0,1,1
1,1,0,1,1,0,1,0,4,15,4,1,1,0,1,0,1,1
0,0,0,1,1,0,0,0,1,24,12,0,1,1,0,0,1,1
0,0,0,1,0,0,1,1,3,3,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,6,19,5,1,1,1,1,1,1,1
0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,6,32,12,0,1,0,0,1,1,1
0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0
0,1,0,0,1,0,0,0,4,33,12,1,1,0,0,0,0,1
1,1,1,1,1,0,0,1,7,23,14,0,1,0,1,0,1,1
1,0,0,0,0,0,1,0,2,6,4,1,0,0,0,0,1,0
0,0,0,0,0,0,1,0,2,9,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,6,2,0,0,0,1,0,0,0
0,0,0,1,0,0,1,0,1,1,4,0,1,0,1,0,0,0
0,0,1,1,1,0,0,0,8,45,13,1,1,0,1,0,1,1
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,3,9,0,0,0,0,0,0,0,0
0,1,0,1,0,0,1,0,2,20,10,0,1,1,0,0,1,1
0,0,0,0,0,0,1,1,3,8,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,7,3,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,3,3,0,0,0,1,0,1,0
0,0,0,0,0,0,1,0,3,4,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0,1,0
0,1,0,1,1,0,0,1,8,39,4,0,1,1,0,1,1,1
0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,2,6,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,4,2,0,1,0,0,0,1,0
0,0,0,1,0,0,1,0,1,5,3,0,0,0,0,0,0,0
1,1,0,1,1,0,0,1,9,40,12,0,1,0,0,0,1,1
0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0
0,0,1,1,1,0,0,1,8,32,14,1,1,0,0,0,0,1
1,1,0,1,0,1,0,0,9,23,11,1,1,1,1,0,0,1
0,0,0,0,0,0,1,0,2,6,4,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,3,8,4,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,5,28,5,1,0,1,0,0,0,1
0,0,1,0,0,0,1,0,2,2,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,9,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,9,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,4,1,0,1,0,0,1,0,0
0,0,0,0,0,0,1,0,2,3,3,0,0,0,0,0,0,0
1,1,0,1,1,0,0,1,9,26,7,1,1,1,1,0,1,1
1,1,1,0,1,0,0,0,1,39,4,1,1,1,0,0,1,1
0,0,0,0,0,0,1,0,2,9,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,3,2,0,1,0,1,0,1,0
1,1,0,0,1,0,0,0,5,25,3,0,1,1,1,0,1,1
0,0,0,0,0,0,1,0,2,1,3,0,0,0,0,0,1,0
0,0,0,1,1,0,1,1,5,10,1,1,1,1,1,0,1,1
0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,8,4,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1,8,3,0,0,0,0,0,0,0
0,1,0,1,1,0,1,0,2,29,0,1,1,0,1,0,1,1
1,0,1,1,1,0,0,1,4,33,8,1,1,1,1,0,1,1
0,0,0,0,0,0,1,0,2,5,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,0
1,0,0,1,1,0,0,0,8,48,6,0,1,0,1,0,1,1
0,1,0,1,1,0,0,0,7,11,2,1,1,0,0,0,1,1
0,1,0,1,1,0,0,0,8,9,8,0,1,1,1,0,1,1
0,1,1,1,1,0,0,0,3,27,3,1,1,1,0,1,1,1
0,0,0,0,1,0,1,0,2,0,2,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,8,34,3,0,1,1,0,0,1,1
0,0,0,0,0,0,1,0,1,8,2,0,0,1,0,0,0,0
0,0,0,1,1,0,1,1,2,48,5,0,0,0,1,1,1,1
0,1,0,1,1,0,1,0,2,35,14,1,1,0,1,1,1,1
0,1,0,0,1,0,0,1,2,22,14,0,1,0,1,0,1,1
0,1,0,1,0,0,0,1,5,47,3,1,0,1,0,1,0,1
1,0,0,0,0,0,1,1,3,33,3,1,1,1,1,0,1,1
0,0,0,1,0,0,1,0,3,9,3,1,0,0,0,0,1,0
0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,1,0
1,1,1,1,0,1,0,1,1,44,13,0,1,0,1,0,0,1
0,0,0,1,1,0,0,1,7,32,9,1,1,1,0,1,1,1
0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0
0,1,0,1,0,0,1,0,7,41,7,1,1,1,1,0,1,1
0,1,0,1,1,0,0,0,7,45,11,1,1,0,0,0,1,1
0,0,0,0,0,0,1,0,3,9,2,0,0,0,1,0,0,0
0,0,0,1,1,0,0,0,5,44,11,0,1,1,1,1,1,1
1,0,0,0,1,1,0,0,6,22,1,1,1,1,1,0,1,1
0,0,0,0,0,0,1,0,2,4,4,0,1,0,1,0,0,0
0,0,0,0,1,0,1,0,3,6,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,5,1,13,0,1,0,0,0,1,1
0,0,0,1,0,0,1,0,2,9,2,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,1,4,4,0,0,0,1,0,0,0
1,0,0,0,1,0,1,0,2,3,2,0,0,0,0,0,0,0
0,1,0,0,1,0,1,0,3,9,1,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,3,3,1,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,2,9,4,0,0,0,0,0,1,0
0,1,0,1,0,0,0,0,3,7,12,1,1,0,1,0,1,1
0,1,1,1,1,0,1,0,4,14,4,1,1,0,0,1,1,1
0,0,0,0,0,0,1,0,3,7,2,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,3,9,0,0,1,0,0,0,0,0
0,0,0,1,0,0,1,1,3,2,4,0,0,0,0,0,0,0
0,1,1,1,1,1,0,1,6,25,10,1,1,0,1,0,1,1
0,0,1,1,0,0,0,1,2,48,9,1,1,0,1,1,1,1
1,1,0,1,1,0,1,1,4,43,14,0,1,1,1,0,1,1
0,0,0,1,0,0,0,0,9,46,7,0,1,1,0,1,1,1
1,1,1,0,0,0,0,1,5,48,1,1,1,1,1,0,1,1
1,1,0,1,1,0,1,1,7,26,4,0,1,1,0,0,1,1
0,0,0,1,1,1,1,0,8,13,4,1,1,1,1,0,1,1
0,0,1,1,0,0,0,0,5,30,8,0,1,0,1,0,1,1
0,1,0,1,1,0,1,0,8,29,14,0,1,0,1,0,1,1
0,0,0,0,0,0,1,0,2,6,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,7,3,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,3,8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,9,1,0,0,0,0,0,0,0
0,0,1,0,1,1,0,1,5,13,9,1,1,0,0,0,1,1
1,1,0,1,1,1,0,0,7,15,11,1,1,0,0,0,1,1
0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,2,42,11,0,1,0,0,0,1,1
0,0,0,0,1,0,1,1,1,7,2,0,0,0,1,0,0,0
0,1,0,1,1,0,0,0,6,23,0,1,1,1,0,0,1,1
0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0
0,1,0,1,0,0,1,0,3,8,13,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,7,3,12,1,0,0,1,1,1,1
0,0,0,0,0,0,1,0,3,9,4,0,1,0,0,0,0,0
0,0,0,1,1,0,0,0,7,13,10,0,1,0,0,1,1,1
0,0,0,0,0,0,1,0,3,6,3,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,2,9,3,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,3,2,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0
